AUC score	Balanced accuracy score	Precision	Recall	species	antibiotic	MOA	case	R1	S1	Rn	Sn	distance	model
0.897134693877551	0.824285714285714	0.790501696028012	0.885714285714286	extend_E_coli	amoxicillin	CWSI	2	262	0	343	313	1.79078073568618	LightGBM
0.915265306122449	0.862571428571429	0.886275293255132	0.828571428571428	extend_E_coli	amoxicillin	CWSI	2	262	0	343	313	1.79078073568618	LightGBM
0.934795918367347	0.821142857142857	0.835102495543672	0.8	extend_E_coli	amoxicillin	CWSI	2	262	0	343	313	1.79078073568618	LightGBM
0.900032653061224	0.824714285714286	0.788471833169202	0.885714285714286	extend_E_coli	amoxicillin	CWSI	2	262	0	343	313	1.79078073568618	LightGBM
0.930155102040816	0.836857142857143	0.821711711711712	0.857142857142857	extend_E_coli	amoxicillin	CWSI	2	262	0	343	313	1.79078073568618	LightGBM
0.902816326530612	0.822714285714285	0.802419223735013	0.857142857142857	extend_E_coli	amoxicillin	CWSI	2	262	0	343	313	1.79078073568618	LightGBM
0.87454152249135	0.834117647058824	0.82330731686614	0.852941176470588	extend_E_coli	amoxicillin	CWSI	2	262	0	343	314	1.79078073568618	LightGBM
0.930441176470588	0.833529411764706	0.821152194211018	0.852941176470588	extend_E_coli	amoxicillin	CWSI	2	262	0	343	314	1.79078073568618	LightGBM
0.87435918367347	0.810428571428572	0.800530484265779	0.828571428571428	extend_E_coli	amoxicillin	CWSI	3	0	91	342	313	1.79078073568618	LightGBM
0.917885714285714	0.877857142857143	0.853763236921131	0.914285714285714	extend_E_coli	amoxicillin	CWSI	3	0	91	343	313	1.79078073568618	LightGBM
0.923077551020408	0.837571428571428	0.808836701073543	0.885714285714286	extend_E_coli	amoxicillin	CWSI	3	0	92	343	313	1.79078073568618	LightGBM
0.912571428571428	0.848714285714286	0.846022408963586	0.857142857142857	extend_E_coli	amoxicillin	CWSI	3	0	92	343	313	1.79078073568618	LightGBM
0.946897959183673	0.848857142857143	0.844103641456583	0.857142857142857	extend_E_coli	amoxicillin	CWSI	3	0	92	343	313	1.79078073568618	LightGBM
0.893485714285714	0.812285714285714	0.770798607682433	0.885714285714286	extend_E_coli	amoxicillin	CWSI	3	0	92	343	313	1.79078073568618	LightGBM
0.941355102040816	0.892285714285715	0.857818050844366	0.942857142857143	extend_E_coli	amoxicillin	CWSI	3	0	92	343	313	1.79078073568618	LightGBM
0.899318367346939	0.852428571428571	0.812039537513222	0.914285714285714	extend_E_coli	amoxicillin	CWSI	3	0	92	343	313	1.79078073568618	LightGBM
0.883010380622837	0.862058823529412	0.832157409288988	0.911764705882353	extend_E_coli	amoxicillin	CWSI	3	0	92	343	314	1.79078073568618	LightGBM
0.91666955017301	0.805735294117647	0.813353943850268	0.794117647058824	extend_E_coli	amoxicillin	CWSI	3	0	92	343	314	1.79078073568618	LightGBM
0.538650765396938	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	279	109	289	0	1.36799560377653	LightGBM
0.620941616233535	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	109	289	0	1.36799560377653	LightGBM
0.455181213017752	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	290	0	1.36799560377653	LightGBM
0.48708025147929	0.490384615384615	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	290	0	1.36799560377653	LightGBM
0.683664940828402	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	290	0	1.36799560377653	LightGBM
0.661296227810651	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	290	0	1.36799560377653	LightGBM
0.557882766272189	0.490384615384615	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	290	0	1.36799560377653	LightGBM
0.54154400887574	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	290	0	1.36799560377653	LightGBM
0.611194526627219	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	290	0	1.36799560377653	LightGBM
0.582954881656805	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	290	0	1.36799560377653	LightGBM
0.604443359375	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	279	109	0	99	1.36799560377653	LightGBM
0.663553590010406	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	109	0	100	1.36799560377653	LightGBM
0.589188345473465	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	100	1.36799560377653	LightGBM
0.491888657648283	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	100	1.36799560377653	LightGBM
0.555972944849116	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	100	1.36799560377653	LightGBM
0.647075962539022	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	100	1.36799560377653	LightGBM
0.60528616024974	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	100	1.36799560377653	LightGBM
0.604328824141519	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	100	1.36799560377653	LightGBM
0.580936524453694	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	100	1.36799560377653	LightGBM
0.609151925078044	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	100	1.36799560377653	LightGBM
0.850459183673469	0.551428571428571	0.676142857142857	0.214285714285714	extend_E_coli	amoxicillin	CWSI	2	261	0	307	117	1.36799560377653	LightGBM
0.778994082840237	0.701923076923077	0.900357142857143	0.461538461538462	extend_E_coli	amoxicillin	CWSI	2	262	0	307	118	1.36799560377653	LightGBM
0.707692307692308	0.631538461538462	0.780734126984127	0.384615384615385	extend_E_coli	amoxicillin	CWSI	2	262	0	308	118	1.36799560377653	LightGBM
0.885266272189349	0.715384615384615	0.942857142857143	0.461538461538462	extend_E_coli	amoxicillin	CWSI	2	262	0	308	118	1.36799560377653	LightGBM
0.932366863905325	0.792692307692308	0.962222222222222	0.615384615384615	extend_E_coli	amoxicillin	CWSI	2	262	0	308	118	1.36799560377653	LightGBM
0.742011834319527	0.685384615384616	0.854761904761905	0.461538461538462	extend_E_coli	amoxicillin	CWSI	2	262	0	308	118	1.36799560377653	LightGBM
0.797781065088757	0.648846153846154	0.820238095238095	0.384615384615385	extend_E_coli	amoxicillin	CWSI	2	262	0	308	118	1.36799560377653	LightGBM
0.877337278106509	0.79	0.96	0.615384615384615	extend_E_coli	amoxicillin	CWSI	2	262	0	308	118	1.36799560377653	LightGBM
0.81698224852071	0.588846153846154	0.8245	0.230769230769231	extend_E_coli	amoxicillin	CWSI	2	262	0	308	118	1.36799560377653	LightGBM
0.792011834319527	0.641538461538462	0.91	0.307692307692308	extend_E_coli	amoxicillin	CWSI	2	262	0	308	118	1.36799560377653	LightGBM
0.869030612244898	0.615357142857143	0.820666666666667	0.285714285714286	extend_E_coli	amoxicillin	CWSI	3	0	91	307	117	1.36799560377653	LightGBM
0.800532544378698	0.675769230769231	0.928333333333333	0.384615384615385	extend_E_coli	amoxicillin	CWSI	3	0	91	307	118	1.36799560377653	LightGBM
0.791242603550296	0.617692307692308	0.747460317460317	0.384615384615385	extend_E_coli	amoxicillin	CWSI	3	0	92	308	118	1.36799560377653	LightGBM
0.858047337278107	0.719230769230769	0.964285714285714	0.461538461538462	extend_E_coli	amoxicillin	CWSI	3	0	92	308	118	1.36799560377653	LightGBM
0.967041420118343	0.793076923076923	0.964444444444445	0.615384615384615	extend_E_coli	amoxicillin	CWSI	3	0	92	308	118	1.36799560377653	LightGBM
0.816094674556213	0.687692307692308	0.854761904761905	0.461538461538462	extend_E_coli	amoxicillin	CWSI	3	0	92	308	118	1.36799560377653	LightGBM
0.696183431952663	0.605384615384616	0.685218253968254	0.384615384615385	extend_E_coli	amoxicillin	CWSI	3	0	92	308	118	1.36799560377653	LightGBM
0.789970414201184	0.716538461538461	0.941428571428571	0.461538461538462	extend_E_coli	amoxicillin	CWSI	3	0	92	308	118	1.36799560377653	LightGBM
0.844644970414201	0.664615384615385	0.893095238095238	0.384615384615385	extend_E_coli	amoxicillin	CWSI	3	0	92	308	118	1.36799560377653	LightGBM
0.762781065088758	0.607307692307692	0.796666666666667	0.307692307692308	extend_E_coli	amoxicillin	CWSI	3	0	92	308	118	1.36799560377653	LightGBM
0.63453125	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	279	109	101	0	1.31666968858932	LightGBM
0.7760791015625	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	109	101	0	1.31666968858932	LightGBM
0.7318359375	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	101	0	1.31666968858932	LightGBM
0.78417273673257	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	102	0	1.31666968858932	LightGBM
0.819099895941727	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	102	0	1.31666968858932	LightGBM
0.793361082206035	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	102	0	1.31666968858932	LightGBM
0.864500520291363	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	102	0	1.31666968858932	LightGBM
0.798839750260146	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	102	0	1.31666968858932	LightGBM
0.771404786680541	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	102	0	1.31666968858932	LightGBM
0.743043704474506	0.5	0.0	0.0	extend_E_coli	amoxicillin	CWSI	0	280	110	102	0	1.31666968858932	LightGBM
0.654712	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	279	109	0	39	1.31666968858932	LightGBM
0.754264	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	109	0	39	1.31666968858932	LightGBM
0.657424	0.5028	0.501938775510204	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	39	1.31666968858932	LightGBM
0.803488	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	39	1.31666968858932	LightGBM
0.738446180555556	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	40	1.31666968858932	LightGBM
0.665824652777778	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	40	1.31666968858932	LightGBM
0.681579861111111	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	40	1.31666968858932	LightGBM
0.722196180555556	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	40	1.31666968858932	LightGBM
0.786137152777778	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	40	1.31666968858932	LightGBM
0.752673611111111	0.5	0.5	1.0	extend_E_coli	amoxicillin	CWSI	1	280	110	0	40	1.31666968858932	LightGBM
0.906326530612245	0.714285714285714	1.0	0.428571428571429	extend_E_coli	amoxicillin	CWSI	2	261	0	119	57	1.31666968858932	LightGBM
0.97795918367347	0.714285714285714	1.0	0.428571428571429	extend_E_coli	amoxicillin	CWSI	2	262	0	119	57	1.31666968858932	LightGBM
0.834897959183674	0.632142857142857	0.7395	0.428571428571429	extend_E_coli	amoxicillin	CWSI	2	262	0	119	57	1.31666968858932	LightGBM
0.74795918367347	0.642857142857143	1.0	0.285714285714286	extend_E_coli	amoxicillin	CWSI	2	262	0	120	57	1.31666968858932	LightGBM
0.669583333333333	0.59	0.735	0.333333333333333	extend_E_coli	amoxicillin	CWSI	2	262	0	120	58	1.31666968858932	LightGBM
1.0	0.833333333333333	1.0	0.666666666666667	extend_E_coli	amoxicillin	CWSI	2	262	0	120	58	1.31666968858932	LightGBM
0.776111111111111	0.804166666666667	0.916	0.666666666666667	extend_E_coli	amoxicillin	CWSI	2	262	0	120	58	1.31666968858932	LightGBM
0.829444444444444	0.666666666666667	1.0	0.333333333333333	extend_E_coli	amoxicillin	CWSI	2	262	0	120	58	1.31666968858932	LightGBM
0.848611111111111	0.666666666666667	1.0	0.333333333333333	extend_E_coli	amoxicillin	CWSI	2	262	0	120	58	1.31666968858932	LightGBM
0.7825	0.583333333333333	1.0	0.166666666666667	extend_E_coli	amoxicillin	CWSI	2	262	0	120	58	1.31666968858932	LightGBM
0.767551020408163	0.536428571428571	0.75	0.142857142857143	extend_E_coli	amoxicillin	CWSI	3	0	91	119	57	1.31666968858932	LightGBM
0.969591836734694	0.571428571428571	1.0	0.142857142857143	extend_E_coli	amoxicillin	CWSI	3	0	91	119	57	1.31666968858932	LightGBM
0.76469387755102	0.607142857142857	0.85	0.285714285714286	extend_E_coli	amoxicillin	CWSI	3	0	92	119	57	1.31666968858932	LightGBM
0.475714285714286	0.6	0.823333333333334	0.285714285714286	extend_E_coli	amoxicillin	CWSI	3	0	92	120	57	1.31666968858932	LightGBM
0.660277777777778	0.666666666666667	1.0	0.333333333333333	extend_E_coli	amoxicillin	CWSI	3	0	92	120	58	1.31666968858932	LightGBM
0.905555555555555	0.716666666666667	0.885	0.5	extend_E_coli	amoxicillin	CWSI	3	0	92	120	58	1.31666968858932	LightGBM
0.717222222222222	0.509166666666667	0.616666666666667	0.166666666666667	extend_E_coli	amoxicillin	CWSI	3	0	92	120	58	1.31666968858932	LightGBM
0.765833333333333	0.666666666666667	0.7905	0.5	extend_E_coli	amoxicillin	CWSI	3	0	92	120	58	1.31666968858932	LightGBM
