AUC score	Balanced accuracy score	Precision	Recall	species	antibiotic	MOA	fold	case	R1	S1	Rn	Sn	distance	model	split
0.9785399449035812	0.9640909090909088	0.9601247771836006	0.9696969696969694	Klebsiella pneumoniae	amikacin	PSI	60	A-c	194	0	56	293	2.058891203975465	LightGBM	random
0.9957208448117538	0.9537878787878789	0.9436872930990576	0.9696969696969694	Klebsiella pneumoniae	amikacin	PSI	61	A-c	194	0	56	293	2.058891203975465	LightGBM	random
0.9957943067033976	0.9707575757575758	0.9433557422969184	1.0	Klebsiella pneumoniae	amikacin	PSI	62	A-c	194	0	56	293	2.058891203975465	LightGBM	random
0.983801652892562	0.9689393939393938	0.9465098039215684	1.0	Klebsiella pneumoniae	amikacin	PSI	63	A-c	194	0	57	293	2.058891203975465	LightGBM	random
0.976299357208448	0.9583333333333336	0.9250369445075328	1.0	Klebsiella pneumoniae	amikacin	PSI	64	A-c	194	0	57	293	2.058891203975465	LightGBM	random
0.9862075298438936	0.9492424242424242	0.9041526112578744	1.0	Klebsiella pneumoniae	amikacin	PSI	65	A-c	194	0	57	293	2.058891203975465	LightGBM	random
0.9831640625	0.93671875	0.9383394428152494	0.9375	Klebsiella pneumoniae	amikacin	PSI	66	A-c	195	0	57	294	2.058891203975465	LightGBM	random
0.9821875	0.96875	0.9399898141074612	1.0	Klebsiella pneumoniae	amikacin	PSI	67	A-c	195	0	57	294	2.058891203975465	LightGBM	random
0.9681640625	0.9271875	0.916333340520959	0.9375	Klebsiella pneumoniae	amikacin	PSI	68	A-c	195	0	57	294	2.058891203975465	LightGBM	random
0.9604833984375	0.9396875	0.9234966577540108	0.96875	Klebsiella pneumoniae	amikacin	PSI	69	A-c	195	0	57	294	2.058891203975465	LightGBM	random
0.9312244897959184	0.6428571428571428	0.5833333333333334	1.0	Klebsiella pneumoniae	amikacin	PSI	70	A-d	0	63	56	293	2.058891203975465	LightGBM	random
0.8875510204081632	0.6428571428571428	0.5833333333333334	1.0	Klebsiella pneumoniae	amikacin	PSI	71	A-d	0	64	56	293	2.058891203975465	LightGBM	random
0.9553061224489796	0.6428571428571428	0.5833333333333334	1.0	Klebsiella pneumoniae	amikacin	PSI	72	A-d	0	64	56	293	2.058891203975465	LightGBM	random
0.9633333333333334	0.5833333333333334	0.5454545454545453	1.0	Klebsiella pneumoniae	amikacin	PSI	73	A-d	0	64	57	293	2.058891203975465	LightGBM	random
0.9761111111111112	0.5	0.5	1.0	Klebsiella pneumoniae	amikacin	PSI	74	A-d	0	64	57	293	2.058891203975465	LightGBM	random
0.9366666666666668	0.5833333333333334	0.5454545454545453	1.0	Klebsiella pneumoniae	amikacin	PSI	75	A-d	0	64	57	293	2.058891203975465	LightGBM	random
0.8895833333333336	0.5	0.5	1.0	Klebsiella pneumoniae	amikacin	PSI	76	A-d	0	64	57	294	2.058891203975465	LightGBM	random
0.8516666666666667	0.6666666666666669	0.6	1.0	Klebsiella pneumoniae	amikacin	PSI	77	A-d	0	64	57	294	2.058891203975465	LightGBM	random
0.7673611111111112	0.5	0.5	1.0	Klebsiella pneumoniae	amikacin	PSI	78	A-d	0	64	57	294	2.058891203975465	LightGBM	random
0.7868055555555555	0.5	0.5	1.0	Klebsiella pneumoniae	amikacin	PSI	79	A-d	0	64	57	294	2.058891203975465	LightGBM	random
0.5718163265306123	0.5055714285714286	0.2	0.008	Klebsiella pneumoniae	gentamicin	PSI	0	A-a	198	97	129	0	4.305830881716726	LightGBM	scheme
0.5995836734693878	0.5025714285714286	0.13	0.0034285714285714	Klebsiella pneumoniae	gentamicin	PSI	1	A-a	199	97	129	0	4.305830881716726	LightGBM	scheme
0.6763714285714285	0.5038571428571428	0.29	0.0071428571428571	Klebsiella pneumoniae	gentamicin	PSI	2	A-a	199	97	129	0	4.305830881716726	LightGBM	scheme
