	clade_0	clade_1	clade_2	clade_3	clade_4	val
clade_0						
clade_1	4.281550913672681					
clade_2	2.03007994614326	2.030197869247295				
clade_3	1.9425065170640896	1.94260290323005	2.0401203721915415			
clade_4	1.9959778590582007	1.9960868755901877	2.108174820804577	2.1127078116990137		
val	1.6011016309883188	1.6011455430252326	1.6428783535962572	1.6392298613255762	1.665005358145256	
