	clade_0	clade_1	clade_2	clade_3	clade_4	val
clade_0						
clade_1	4.297848178608132					
clade_2	2.0579219241066555	2.0580710095134935				
clade_3	1.9467881628399761	1.9469035837627606	2.037192340786169			
clade_4	1.9960528922590621	1.9961821796598664	2.098700375451217	2.1190765661132334		
val	1.606087304986379	1.6061399736512338	1.6450271149956635	1.6467996847031023	1.6707929574498137	
